date,trade_count,total_volume_usd,avg_execution_price,avg_start_position,sum_pnl,mean_pnl,win_rate,classification
2024-02-08,63,396320.37,14406.321016984128,33155.55129620317,782.3681909999999,12.418542714285714,0.2698412698412698,Greed
2024-02-09,2,30000.42,2426.1,68.349,0.0,0.0,0.0,Greed
2024-02-10,4,99954.34,60911.0,3.7032475,0.0,0.0,0.0,Greed
2024-02-11,2,40000.0,68880.0,1.07776,0.0,0.0,0.0,Greed
2024-02-12,270,585243.56,6137.360651434223,8389.984791455556,18489.604313,68.48001597407408,0.4074074074074074,Greed
2024-03-01,67,394499.36,738.8837898507463,1876.3014791044775,866.015507,12.925604582089552,0.417910447761194,Extreme Greed
2024-03-02,56,603820.0,29939.640223214286,2.58381125,223.30918699999998,3.9876640535714283,0.10714285714285714,Extreme Greed
2024-03-03,79,390745.68,3.0333498607594938,-595760.485443038,8361.086245,105.83653474683545,0.6835443037974683,Extreme Greed
2024-03-04,4,16887.57,8.3283,392.675,126.7884,31.6971,0.25,Extreme Greed
2024-03-05,36,282682.64999999997,1960.4601549999998,31780.38251111111,5306.017045,147.3893623611111,0.4722222222222222,Extreme Greed
2024-03-06,70,21466.86,1.3030562857142858,-4759.422857142857,562.808208,8.040117257142859,0.6285714285714286,Extreme Greed
2024-03-07,18,179600.66,2039.0916666666667,744.9618716666668,1118.387284,62.132626888888886,0.2222222222222222,Extreme Greed
2024-03-08,37,290532.86,2718.8256902127027,58286.87483621623,464.1897,12.545667567567568,0.02702702702702703,Extreme Greed
2024-03-10,9,132935.69,26799.238066666665,491.7307866666667,100.375782,11.152864666666666,0.3333333333333333,Extreme Greed
2024-03-11,6,129055.66,45208.04899166667,16662.185636666665,0.0,0.0,0.0,Extreme Greed
2024-03-12,374,1084666.53,2354.399729529412,13921.79072131278,23576.539285,63.03887509358289,0.4304812834224599,Extreme Greed
2024-04-01,5,99792.54000000001,2212.62,17.57154,-67.60364,-13.520728,0.0,Extreme Greed
2024-04-02,35,203187.53,12108.636457142857,4095.2721137142858,47.62389499999999,1.360682714285714,0.2571428571428571,Extreme Greed
2024-04-03,300,1577996.87,419.88134141,183364.74213396665,27799.775742,92.66591914,0.8866666666666667,Greed
2024-04-04,32,95987.73,3401.434375,-31.735753125,0.0,0.0,0.0,Greed
2024-04-05,9,58998.75,2089.1695403333333,-70772.5864,0.0,0.0,0.0,Extreme Greed
2024-04-06,53,24243.41,13394.864554716982,-317.91698264150943,52.211438,0.9851214716981133,0.4716981132075472,Extreme Greed
2024-04-07,25,430568.01,2795.886,297.4258684,0.0,0.0,0.0,Extreme Greed
2024-04-08,127,1207744.07,11138.705859755904,77198.73645929685,-122672.000883,-965.9212667952756,0.023622047244094488,Extreme Greed
2024-04-09,34,131480.97,5402.028013264706,305434.9363461765,1065.785132,31.346621529411763,0.14705882352941177,Extreme Greed
2024-04-10,1,0.34,0.0011,307.367829,0.0,0.0,0.0,Extreme Greed
2024-04-11,36,451811.97,49681.014294444445,18891.41010888889,2799.410474,77.76140205555555,0.6388888888888888,Extreme Greed
2024-04-12,319,769287.65,3922.991142316614,151982.25861053224,292891.815021,918.1561599404388,0.46394984326018807,Extreme Greed
2024-05-01,66,1703942.66,30495.46818181818,-0.13111681818181825,164.141565,2.486993409090909,0.19696969696969696,Neutral
2024-05-02,72,770198.26,15958.2223625,551.6511123611111,-33.45419400000003,-0.4646415833333337,0.19444444444444445,Fear
2024-05-03,180,841810.32,0.3816785944444444,1070451.832777778,19791.026041,109.95014467222222,0.9055555555555556,Neutral
2024-05-04,100,503791.8,330.28005890000003,11906.896289999999,10706.484306,107.06484306,0.9,Greed
2024-05-05,6,24068.350000000002,2099.545833333333,-20.3235,0.916,0.15266666666666667,0.16666666666666666,Greed
2024-05-06,54,25350.77,2682.9926944444446,-253.84012888888887,56.055506,1.038064925925926,0.2962962962962963,Greed
2024-05-07,32,272289.89,1837.889625,1435.01399375,0.0,0.0,0.0,Greed
2024-05-08,80,420495.4,14847.670722625,105213.607632875,-13013.665169,-162.6708146125,0.4125,Greed
2024-05-09,1,0.84,7.79e-05,10818.93703,0.0,0.0,0.0,Greed
2024-05-10,37,605605.74,60568.594601856756,63.44648043243244,5767.161892,155.86924032432432,0.6486486486486487,Greed
2024-05-11,10,200627.23,67511.4,1.452014,678.4759280000001,67.8475928,0.5,Neutral
2024-05-12,452,1098626.84,4890.790549424779,2352.9660623875443,71365.301028,157.88783413274336,0.42035398230088494,Greed
2024-06-01,22,298521.4,6586.107318181818,976.6085072727273,135.58166400000002,6.16280290909091,0.45454545454545453,Greed
2024-06-02,1088,8047153.41,22118.307961134193,116599.32741643384,-215.615907,-0.19817638511029412,0.1645220588235294,Greed
2024-06-03,82,327218.02,1.7171503902439025,97537.59146341463,6814.825139,83.10762364634145,0.8780487804878049,Greed
2024-06-04,16,68223.67,3328.08125,-4.198175,236.33513399999998,14.770945874999999,0.25,Greed
2024-06-05,9,206016.43,3109.866666666667,-12.474166666666667,968.59038,107.62115333333333,0.4444444444444444,Extreme Greed
2024-06-06,234,137557.76,30.647596965811967,-7051.191252136752,274.173187,1.1716802863247862,0.42735042735042733,Extreme Greed
2024-06-07,24,2490.17,1.10232597125,306989.29762125,108.87217799999999,4.53634075,0.2916666666666667,Extreme Greed
2024-06-08,107,61478.38,1056.048024274299,56143.665529618695,267.318048,2.4982995140186914,0.12149532710280374,Greed
2024-06-09,42,39047.1,215.73034285714286,4019.9604233333334,-1104.856765,-26.306113452380952,0.0,Extreme Greed
2024-06-10,22,300130.56,62166.40909090909,-0.30976,130.487079,5.9312308636363635,0.22727272727272727,Greed
2024-06-11,15,123906.9,58370.23423933333,701.084926,2817.83723,187.85581533333334,0.4666666666666667,Greed
2024-06-12,403,3471019.22,15604.850347196028,7551.158018925931,-92624.643895,-229.83782604218362,0.23325062034739455,Greed
2024-07-01,97,1048850.06,7513.911021649485,4503.752768350516,-835.681235,-8.615270463917525,0.09278350515463918,Neutral
2024-07-02,15,6758.73,3.98582,14779.04,241.24212,16.082808,0.13333333333333333,Neutral
2024-07-04,23,49988.14,3398.0043478260873,-21.564239130434782,0.0,0.0,0.0,Fear
2024-07-05,18,108717.58,1715.215231,-3555.150633333335,883.537693,49.08542738888889,0.5,Fear
2024-07-06,440,1098588.76,1232.3513694545454,-5529.765854295454,8902.467416,20.23288049090909,0.4,Fear
2024-07-07,10,498.75,3.9900000000000007,2385.08597,61.428942,6.1428942,1.0,Fear
2024-07-08,33,2492.77,1.594288883939394,59895.80629000363,188.789255,5.720886515151515,0.30303030303030304,Fear
2024-07-10,21,219984.65,63684.42857142857,-4.82207619047619,0.0,0.0,0.0,Fear
2024-07-11,113,111335.3,1338.6989985840708,167375.9950541629,4493.353136,39.764187044247784,0.5309734513274337,Fear
2024-07-12,304,451733.42,1359.7200135328949,-47071.11105384875,85906.279067,282.5864442993421,0.4309210526315789,Fear
2024-08-01,128,1522452.43,15078.63093734375,2533.4020265625,-269.874439,-2.1083940546875,0.25,Neutral
2024-08-02,10,26051.12,10.0228845,562304.5599999999,770.756024,77.07560240000001,0.4,Greed
2024-08-03,67,183583.18,2.9131835970149256,52491.09402985074,4271.886236,63.7594960597015,0.8805970149253731,Fear
2024-08-04,30,211940.64,3295.5374166666666,-240.4416,1218.4267,40.614223333333335,0.03333333333333333,Fear
2024-08-05,13,65973.57,2312.7117384615385,19.658276923076922,1.56576,0.12044307692307693,0.07692307692307693,Fear
2024-08-06,29,97351.88,10513.408993103449,102.60835172413793,129.13883900000002,4.453063413793104,0.27586206896551724,Extreme Fear
2024-08-07,1,497.64,3.19,2313.98597,0.0,0.0,0.0,Fear
2024-08-08,9,16299.35,520.3884688888888,48585.02089251111,-40.712216999999995,-4.5235796666666666,0.0,Extreme Fear
2024-08-09,1,0.11,0.11756,0.93414,0.0,0.0,0.0,Neutral
2024-08-10,36,434584.13,58825.33341509444,7.177104472222222,5396.546638,149.90407327777777,0.9166666666666666,Fear
2024-08-11,39,270700.44,46749.91446666667,668.1017651282052,-64.41354100000007,-1.6516292564102582,0.15384615384615385,Fear
2024-08-12,420,932939.72,1787.932218347619,-30589.775355230788,15965.933436,38.014127228571425,0.3619047619047619,Fear
2024-09-01,70,870051.97,14127.109546714286,2899.006581142857,-826.349863,-11.804998042857143,0.2571428571428571,Fear
2024-09-03,117,658178.75,15.9975568974359,501601.2582051282,9949.501624,85.03847541880343,0.8290598290598291,Fear
2024-09-04,3,57063.840000000004,3501.3000000000006,-78.67283333333334,0.0,0.0,0.0,Fear
2024-09-05,28,221966.12,2667.6832657142854,13521.614478571428,1147.595856,40.985566285714285,0.39285714285714285,Fear
2024-09-06,17,22410.22,1091.865705882353,575.0169294117647,0.0,0.0,0.0,Extreme Fear
2024-09-07,15,2736.45,4.546446666666666,2204.8370366666663,648.984412,43.265627466666665,1.0,Extreme Fear
2024-09-08,144,503204.86,4675.996384345139,11778.072933701389,18082.071276,125.56993941666666,0.2986111111111111,Fear
2024-09-09,2,4014.4300000000003,0.0115,1021003.16055,0.0,0.0,0.0,Fear
2024-09-10,14,220399.93,61800.92857142857,0.8050550000000001,396.06272,28.290194285714286,0.21428571428571427,Fear
2024-09-11,86,193384.41,8015.27303244186,-22169.93237790698,102.90894,1.196615581395349,0.22093023255813954,Fear
2024-09-12,539,983949.68,3534.2818935269015,15604.680434561353,6310.967676,11.708659881261596,0.31910946196660483,Fear
2024-10-01,193,2057479.48,12914.76879230052,138.77570626943006,-1517.091342,-7.860576901554404,0.21243523316062177,Neutral
2024-10-03,42,219973.85,34.630716666666665,-2524.777380952381,2482.9272,59.117314285714286,0.6904761904761905,Fear
2024-10-04,41,351735.97,3433.4707317073166,-51.30644390243902,5207.443414,127.01081497560976,0.8780487804878049,Fear
2024-10-05,22,156882.0,2946.254545454545,-1.8795545454545455,2101.741695,95.53371340909092,0.2727272727272727,Neutral
2024-10-06,53,46587.93,280.7776811320755,-706.0936471698113,31.266804999999998,0.589939716981132,0.33962264150943394,Neutral
2024-10-07,56,687900.21,2410.4582857142855,-64.06493303571429,11977.734907,213.88812333928573,0.6785714285714286,Neutral
2024-10-08,88,11339.29,1.8675185526136362,115962.98122553182,0.0,0.0,0.0,Neutral
2024-10-09,3,2547.28,1557.6705000000002,438476.7027666667,-219.729659,-73.24321966666666,0.0,Neutral
2024-10-10,16,300024.33999999997,59323.25,4.391618125,0.0,0.0,0.0,Fear
2024-10-11,173,413636.7,22619.335545589594,-31373.868432890173,991.114334,5.728984589595376,0.2947976878612717,Fear
2024-10-12,1544,3004893.72,2982.350457365933,33308.78763678854,39325.770231,25.47005843976684,0.6068652849740933,Neutral
2024-11-01,21,305314.1,12141.70542857143,58.549595714285715,-164.08950099999998,-7.813785761904761,0.23809523809523808,Extreme Greed
2024-11-02,34,212311.82,17890.449081970586,13413.987631470589,983.443176,28.924799294117648,0.20588235294117646,Greed
2024-11-03,42,176519.44999999998,2.647672619047619,19350.09047619048,3588.179495,85.43284511904761,0.9285714285714286,Greed
2024-11-04,16,76400.96,3521.2125,6.13406875,389.743164,24.35894775,0.125,Greed
2024-11-05,9,63248.95,2922.511111111111,9.522166666666667,251.604742,27.956082444444444,1.0,Greed
2024-11-06,123,373279.92,8924.726208861788,-664.4540700813008,4320.631811,35.12708789430894,0.13821138211382114,Greed
2024-11-07,19,169887.02,3151.1421052631576,14.223484210526316,1876.812082,98.77958326315789,0.47368421052631576,Extreme Greed
2024-11-08,24,44230.21,892.9076233333334,310418.394425,847.7766200000001,35.32402583333334,0.16666666666666666,Extreme Greed
2024-11-09,1,0.54,1.5e-05,35870.82982,0.0,0.0,0.0,Extreme Greed
2024-11-10,26,488904.19,59195.38462157692,175.9861126923077,8885.327477,341.74336450000004,0.6923076923076923,Extreme Greed
2024-11-11,373,1570572.42,6882.198738908847,-60029.76693967829,6749.630996,18.09552545844504,0.24664879356568364,Extreme Greed
2024-11-12,1204,2183262.25,4418.176008771595,39903.479785617106,319051.554217,264.9929852300665,0.7225913621262459,Extreme Greed
2024-12-01,7,200082.27,39774.47142857143,0.3402285714285714,-1925.519024,-275.0741462857143,0.0,Extreme Greed
2024-12-02,16,227247.69999999998,28717.7418125,-32.87792375,913.8817869999998,57.11761168749999,0.375,Extreme Greed
2024-12-03,8,103040.85,9.235375,2253.35,3039.166,379.89575,0.875,Extreme Greed
2024-12-04,129,442088.59,555.2924815968992,176264.67758759687,-592.6458390000001,-4.594153790697676,0.5503875968992248,Extreme Greed
2024-12-05,23,55179.56,1272.34931,21632.475469565215,0.0,0.0,0.0,Extreme Greed
2024-12-06,254,193407.96,1364.4425952755905,-5238.130427874016,-21886.531493,-86.16744682283463,0.08267716535433071,Greed
2024-12-07,19,89582.97,1621.380905263158,-2100.932873684211,1412.314654,74.33235021052631,0.47368421052631576,Extreme Greed
2024-12-08,48,54167.32,855.5521279583332,144534.02000633333,858.6705000000001,17.88896875,0.125,Extreme Greed
2024-12-10,10,159713.4,62726.0,-0.611799,541.55471,54.155471,0.7,Extreme Greed
2024-12-11,171,1226354.52,33638.82797450292,-8868.139725614035,3494.399394,20.435084175438597,0.19883040935672514,Greed
2024-12-12,1931,4552031.37,2266.857158331797,21460.114877221284,599151.795008,310.2805774251683,0.7001553599171414,Extreme Greed
2025-01-01,96,282582.1,8822.579264114584,3815.7647845532297,-9528.065345,-99.25068067708334,0.3020833333333333,Greed
2025-01-02,634,1363746.44,4211.306208217666,-57592.00043543796,32300.205017,50.946695610410096,0.5962145110410094,Greed
2025-01-03,174,263824.13,3119.315583793103,-19930.116304568794,10596.108968,60.897177977011495,0.4482758620689655,Greed
2025-01-04,164,547404.28,13375.948972768292,71752.68778957316,7109.229943,43.34896306707317,0.5365853658536586,Greed
2025-01-05,983,8464441.15,15641.368752065106,8167.556687014277,166773.826908,169.65801313123092,0.49440488301119023,Greed
2025-02-01,361,774674.84,10094.891613861495,1845.9160559970912,8716.519087,24.145482235457067,0.45706371191135736,Greed
2025-02-02,1150,5260448.3,6203.891765961739,11148.11542602134,150608.854574,130.96422136869566,0.34608695652173915,Greed
2025-02-03,448,5434684.17,8488.972737075894,-2203.502468876049,69546.979368,155.23879323214285,0.5959821428571429,Fear
2025-02-04,994,3082098.15,1323.9202344164992,73916.88534149839,199091.85074,200.29361241448692,0.8963782696177063,Greed
2025-03-01,447,659290.59,11140.691277639822,-401.0186148979642,6028.486793,13.486547635346756,0.3087248322147651,Extreme Fear
2025-03-02,2311,22369066.15,5004.488066088707,4519.2307347445485,188848.375443,81.71716808437905,0.44742535698831676,Fear
2025-03-03,1327,6873458.57,2768.965429672193,5657.8753931459005,558851.678563,421.1391699796534,0.6028636021100227,Fear
2025-03-04,1474,7238273.05,5235.92857701289,48158.86876144788,6865.003826,4.657397439620081,0.35278154681139756,Extreme Fear
2025-04-01,230,194679.68,10354.493967795652,7647.100936448131,2553.537968,11.102338991304348,0.32608695652173914,Fear
2025-04-02,2494,15610409.27,15816.454542469526,2069.1269753385004,416876.88812,167.15191985565357,0.27866880513231757,Fear
2025-04-03,2245,10092104.6,2644.795595242762,29870.16876867208,182075.566585,81.1027022650334,0.2712694877505568,Fear
2025-04-04,763,2232014.9699999997,5866.039877546526,-26807.262292432315,22750.84276,29.817618296199214,0.546526867627785,Fear
2025-05-01,239,451943.57,7824.165539405858,-29295.64786985523,3187.719363,13.337737920502093,0.41841004184100417,Neutral
2025-05-02,1297,8743231.51,21926.164488164224,-2297.9337742639477,56706.235562,43.721075992289904,0.3215111796453354,Greed
2025-05-03,1652,9014654.22,3241.6529735877725,72962.50990416262,265650.965917,160.8056694412833,0.7572639225181598,Greed
2025-05-04,168,639126.4,23380.05005229762,70161.58774958947,3659.335879,21.78176118452381,0.47619047619047616,Greed
2025-06-01,573,556526.99,7217.135723097731,-88190.90943126338,6064.185393,10.583220581151831,0.15532286212914484,Greed
2025-06-02,1690,2579008.87,2891.8509385491125,9628.892976376876,58303.799733,34.499289782840236,0.46449704142011833,Greed
2025-06-03,729,6581110.28,5668.041951076818,4925.252323522154,10991.266057,15.077182519890261,0.49382716049382713,Greed
2025-06-04,831,2746547.81,5138.309878758122,-28501.226706103545,45224.672112,54.42198810108303,0.35980746089049337,Greed
2025-07-01,637,1313178.1,9068.043705916796,-46410.23458855573,16098.227531,25.271942748822607,0.7613814756671899,Greed
2025-07-02,1522,3368263.54,23998.797607239816,437523.66427336354,22450.002091,14.750329888961891,0.28252299605781866,Greed
2025-07-03,2348,18290265.82,3719.6019722964224,31008.991405169414,106374.095091,45.30412908475298,0.5264054514480409,Greed
2025-07-04,2063,10020195.21,11751.28110691808,-65342.01678326934,-24890.103532,-12.065004135724672,0.2666020358700921,Greed
2025-08-01,830,940992.47,7966.139245085542,680.6530220000361,7042.94849,8.485480108433734,0.3819277108433735,Greed
2025-08-02,423,570403.15,23232.259915463357,2793.368662963357,586.703253,1.3870053262411348,0.26004728132387706,Greed
2025-08-03,478,812821.98,3463.9242243012554,-31522.322996924373,18863.899059,39.464223972803346,0.5543933054393305,Greed
2025-08-04,696,8267306.98,42588.48009799569,14904.63874406329,22943.073758,32.96418643390805,0.3735632183908046,Greed
2025-09-01,426,276229.87,7795.72700400939,151.96703742866197,11622.975162,27.283979253521128,0.20892018779342722,Greed
2025-09-02,761,2919042.2600000002,1668.0022362318002,-24686.55020655322,150551.829492,197.834204325887,0.4323258869908016,Greed
2025-09-03,1332,10296786.03,860.0008115893394,1077.7086131338513,19773.457395,14.844937984234235,0.47072072072072074,Greed
2025-09-04,2320,15070102.98,16009.456784680171,-36427.65154193235,-81562.295295,-35.15616176508621,0.3771551724137931,Greed
2025-10-01,792,6434161.96,32665.124093176768,25734.359074685734,-12929.644052,-16.325308146464646,0.5113636363636364,Greed
2025-10-02,867,3611948.67,35189.227961658595,83645.38427499066,63908.49465,73.71221989619377,0.49019607843137253,Greed
2025-10-03,2797,16174445.8,3060.1965391194135,16449.16634672577,-10010.114389999999,-3.578875362888809,0.41329996424740795,Greed
2025-10-04,1376,15102674.59,35993.75090612573,-42420.68318241886,40247.129317,29.24936723619186,0.5072674418604651,Greed
2025-11-01,283,1658098.71,30131.135140431095,145.52115739194346,2269.080536,8.017952424028268,0.24381625441696114,Greed
2025-11-02,848,2797544.17,19989.86707794811,49751.5536744617,-6093.784817,-7.186067001179245,0.21816037735849056,Greed
2025-11-03,3195,13714628.75,2406.455902827543,-37950.880099167334,-76880.729036,-24.062825989358373,0.19280125195618153,Greed
2025-11-04,896,9194341.46,23101.508789296873,-162202.12553774126,3087.7641369999997,3.446165331473214,0.29575892857142855,Greed
2025-12-01,212,1934688.1199999999,36610.966448726416,764.435539825,4814.829122,22.71145812264151,0.3867924528301887,Greed
2025-12-02,1031,4143974.54,20122.266069995152,26762.36430873385,19848.635032,19.251828353055284,0.4626576139670223,Greed
2025-12-03,3911,17210618.62,2850.1709785510097,100514.18086015785,303493.605405,77.60000138199949,0.5727435438506776,Greed
2025-12-04,1710,53023379.21,62819.82096579006,-5926.296108747999,406061.095401,237.46262888947368,0.26842105263157895,Greed
